emri_mbiemri,nr_vezhguesi,komuna,emri_qv,nr_qv,nr_vv,pyetja_1,pyetja_4,pyetja_5,pyetja_3,pyetja_2,pyetja_6,pyetja_femra,pyetja_8,pyetja_9,pyetja_10,pyetja_11,pyetja_12,pyetja_13,pyetja_14,pyetja_15,pyetja_17,pyetja_18,pyetja_19,pyetja_20,10_21,12_21,16_21,19_21,pyetja_22,pyetja_23,pyetja_24,pyetja_25,pyetja_26,pyetja_27,pyetja_28,pyetja_29,pyetja_30,pyetja_31,pyetja_32,pyetja_33,pyetja_34,pyetja_35,pyetja_36,pyetja_36a,pyetja_37,pyetja_38,pyetja_39,pyetja_40,pyetjaj_41,pyetja_42,pyetja_43,pyetja_44,pyetja_45,pyetja_46,pyetja_47,pyetja_48,pyetja_49,pyetja_50,pyetja_51,pyetja_52,pyetja_53,pyetja_54,pyetja_55,pyetjaj_56,pyetja_57,pyetja_58,pyetja_59,pytja_kusht1,pytja_kusht2,pytja_kusht3,pytja_60,pytja_61,pytja_62
,1053,Kaçanik,Shkolla Fillore 'Nazmi Osmani',0711d,01D,1,1,06:10,05:56,2,6,0,600,583,2,1,1,1,1,7,1,1,1,1,40,70,168,224,1,11,16,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:03,2,0,1,2,1,1,1,1,223,1,1,1,0,212,9,1,1,1,0,0,2,11,11,1,,,0
,,Suharekë,Shkolla 'Migjeni',2407a,01R,1,1,06:00,06:25,1,7,2,700,823,2,1,1,1,1,7,1,1,1,1,55,109,283,391,3,0,19,0,2,0,2,2,2,2,1,2,2,0,0,0,2,19:05,1,1,2,2,1,1,1,1,391,1,1,1,0,391,14,1,1,1,0,4,2,0,0,0,,,0
,505/517,Kaçanik,Shkolla Fillore 'Ali Asllani',0707d,02R,1,1,06:00,06:00,2,14,1,650,792,2,1,1,1,1,7,1,1,1,1,36,100,193,258,4,0,23,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:05,2,0,1,2,1,1,1,1,258,1,1,1,1,258,13,1,1,0,0,0,0,0,0,0,,,0
,0801,Kaçanik,Shkolla Fillore 'Agim Bajrami',0704d,01R,1,1,06:45,06:20,1,6,1,450,676,2,1,1,1,1,7,1,1,1,1,40,85,175,291,0,0,0,1,2,2,2,2,2,2,1,2,2,0,0,1,2,19:00,2,0,1,2,1,1,1,1,291,1,1,1,1,291,13,1,1,1,1,4,2,0,0,0,,,0
,505/305,Kaçanik,Shkolla Fillore 'Ali Asllani',0707d,01R,1,1,06:15,06:25,2,6,0,650,785,2,1,1,1,1,7,1,1,1,1,37,101,210,289,2,0,35,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:10,2,0,1,0,1,1,1,0,289,1,1,1,1,289,15,1,1,1,0,4,2,0,0,0,,,0
,505/134,Viti,Shkolla Fillore 'Kenan Halimi',2609d,02R,1,1,06:00,06:12,2,6,0,650,794,2,1,1,1,1,7,1,1,1,1,50,150,202,304,0,0,21,1,2,0,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,1,1,304,1,1,1,1,304,21,1,1,1,1,3,2,0,0,0,,,0
,2267,Suharekë,Shkolla 'Drita',2406a,02D,1,1,04:40,06:45,1,7,2,700,687,2,1,1,1,1,7,1,1,1,1,21,50,186,295,2,9,41,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:05,2,0,2,2,1,1,1,1,286,1,0,1,1,286,10,0,0,1,0,0,0,9,9,1,,,0
,505/691,Kaçanik,Shkolla Fillore 'Ali Asllani',0707d,04D,1,1,06:20,06:15,1,6,0,700,657,2,1,1,1,1,7,1,1,1,1,22,62,132,210,1,14,0,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,2,1,2,1,1,1,1,309,1,1,0,1,210,7,1,1,1,1,0,2,0,14,0,,,0
,505/1856,Kaçanik,Shkolla Fillore 'Nazmi Osmani',0712d,01R,1,1,06:16,05:59,2,6,0,600,701,2,1,1,1,1,7,1,1,1,1,40,119,200,297,0,0,0,1,2,1,2,2,2,2,2,2,2,0,0,0,2,07:04,2,0,1,2,1,1,1,1,297,1,1,1,1,297,13,0,0,1,0,0,0,0,0,0,,,0
,1549,Suharekë,Shkolla 'Drita',2406a,01R,1,1,06:00,06:40,1,7,3,550,691,2,1,1,1,1,7,1,1,1,1,22,49,163,266,2,0,26,0,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,1,1,266,1,1,1,1,266,8,1,1,1,1,4,2,0,0,0,,,0
,0505,Kaçanik,Shkolla Fillore 'Dituria',0714d,01D,1,1,05:50,05:50,1,11,1,350,350,2,1,1,1,1,7,1,1,1,1,22,50,89,115,0,15,15,1,2,2,2,2,2,2,1,2,2,0,0,0,2,16:59,2,0,1,2,1,1,1,1,115,1,1,1,1,99,10,1,1,1,4,2,2,16,15,0,,,0
,505/778,Suharekë,Shkolla Fillore 'Dëshmorët e Greikocit',2405a,04D,1,1,06:00,06:25,2,7,2,500,496,2,1,1,1,1,7,1,1,1,1,51,86,176,233,0,18,13,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,2,2,2,1,1,1,1,215,0,0,1,1,215,4,1,1,1,1,4,2,18,18,1,,,0
,,Suharekë,Shkolla 'Hasan Prishtina',2421a,01R,1,1,06:15,06:49,1,15,5,650,790,2,1,1,1,1,7,1,1,1,1,62,111,290,401,5,0,40,1,2,0,2,2,2,1,1,2,2,0,0,0,0,19:03,2,0,2,2,1,1,1,1,401,1,1,1,1,399,18,1,1,1,1,4,2,0,0,0,,,0
,1296,Kaçanik,Shkolla Fillore 'Nazmi Osmani',0712d,02D,1,1,06:00,05:55,1,6,1,650,643,2,1,1,1,1,7,1,1,1,1,30,85,178,269,4,15,22,1,2,2,2,2,2,2,2,2,2,1,0,0,1,19:02,0,0,1,2,1,1,1,1,269,1,1,1,1,269,15,1,1,1,0,4,0,15,15,0,,08/06/2014,1
,2215,Suharekë,Shkolla 'Dituria',2418a,01R,2,0,06:00,06:30,1,8,2,0,0,2,1,1,1,1,7,1,1,1,1,54,143,270,345,0,0,10,1,2,2,2,2,2,0,2,2,2,0,0,1,2,19:00,2,1,2,2,1,1,1,1,345,1,1,1,1,345,21,1,1,1,1,0,2,0,0,1,,,0
,505909,Suharekë,Shkolla 'Dëshmorët e Tivarit',2423a,01R,1,1,06:20,06:00,2,7,1,450,594,2,1,1,1,1,7,1,1,1,1,45,120,170,229,0,0,13,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:10,2,0,2,2,1,1,1,1,229,1,1,1,1,229,19,1,1,0,0,4,2,0,0,0,,,0
,2047,Kaçanik,Shkolla Fillore 'Jusuf Gervalla',0708d,01D,1,1,,06:00,0,0,0,650,43,0,1,1,1,1,7,1,1,1,1,57,101,183,295,0,17,20,1,2,2,2,2,2,2,2,2,2,0,0,0,2,13:05,2,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,0
,,Kaçanik, Shkolla 'Emin Duraku',0701x,02R,1,1,06:00,06:00,1,6,3,800,903,2,1,1,1,1,7,1,1,1,1,73,150,262,387,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,1,1,387,1,2,1,1,387,0,0,0,0,0,0,0,0,0,0,,,0
,1880/505,Suharekë,Shkolla '28 Nëntori',2419a,01R,1,1,06:30,06:15,1,6,0,550,693,2,1,1,1,1,7,1,1,1,1,50,74,197,259,3,0,39,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,2,2,1,1,1,1,259,1,1,1,1,259,23,1,1,1,1,4,2,0,0,0,,,0
,505/234,Kamenicë,Shkolla Fillore 'Metush Krasniqi' ,1009d,02R,1,1,06:00,06:00,1,6,1,700,452,3,1,1,1,1,7,1,1,1,0,72,146,341,452,0,0,48,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,2,1,2,1,1,1,1,452,1,1,1,1,452,16,1,1,4,4,4,2,0,0,0,,,0
,505/1131,Kamenicë,Shkolla Fillore 'Metush Krasniqi' ,1009d,03R,1,1,06:00,06:00,0,4,1,500,630,3,1,1,1,1,7,1,1,1,1,50,145,230,299,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,1,1,299,1,1,1,1,299,8,1,1,1,0,4,2,0,0,0,,,0
,505/1506,Kamenicë,Shkolla Fillore 'Metush Krasniqi' ,1009d,04D,1,1,06:00,05:54,1,6,0,800,707,3,1,1,1,1,7,1,1,1,1,31,79,63,121,17,17,33,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:04,1,1,1,2,1,1,1,1,294,1,1,1,1,294,19,1,1,1,1,3,2,17,17,1,,,0
,505/228,Kamenicë,Shkolla 'Ismail Qemali' ,1001d,01R,1,1,06:00,06:00,0,6,1,750,687,2,1,1,1,1,7,1,1,1,1,45,85,181,246,0,16,17,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,1,2,1,1,1,0,246,1,1,1,1,230,16,1,0,1,0,0,0,16,0,0,,,0
,505/1273,Kamenicë,Shkolla fillore '9 Maji'- Kolloleq,1013d,01D,1,1,06:01,05:59,1,8,3,500,413,2,1,1,1,1,7,1,1,1,1,9,62,93,120,1,1,6,1,2,2,2,2,2,2,2,2,2,0,0,0,2,07:00,2,2,1,2,1,1,1,1,119,1,1,1,1,120,13,1,1,1,1,0,0,1,1,1,,,0
,1149,Suharekë,Shkolla 'Edit Durham',2403a,04R,1,1,06:00,06:00,1,16,1,800,944,2,1,1,1,1,7,1,1,1,1,95,172,371,473,0,0,45,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:05,2,0,2,2,1,1,1,1,473,2,2,1,1,473,19,1,1,1,0,4,2,0,0,0,,,0
,505/597,Suharekë,Shkolla Teknike 'Skënder Luarasi',2408a,03R,1,1,06:30,06:30,1,7,1,500,641,2,1,1,1,1,7,1,1,1,1,57,144,245,341,0,0,64,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,1,1,341,1,1,1,1,341,16,1,1,1,0,4,2,0,0,0,,,0
,954,Suharekë,Shkolla 'Dëshmorët e Kombit',2409a,01R,1,1,06:00,06:00,2,7,0,750,852,2,1,1,1,1,7,1,1,1,1,40,72,202,307,0,0,0,1,2,2,2,2,0,2,1,2,2,0,0,1,2,19:00,2,0,2,2,1,1,2,1,307,1,1,1,1,307,10,1,1,1,1,0,2,0,0,0,,,0
,505/1433,Suharekë,Shkolla 'Dëshmorët e Kombit',2409a,03D,1,1,06:00,06:00,0,6,1,800,781,2,1,1,1,1,7,1,1,1,1,65,108,260,330,0,8,0,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,1,1,330,1,1,1,1,330,15,1,1,1,1,4,2,8,8,1,,,0
,,Kamenicë,Shkolla Fillore 'Skenderbeu',1005d,02D,1,1,05:45,06:00,2,11,1,900,886,2,1,1,1,1,7,1,1,1,1,31,184,330,403,3,5,56,1,2,2,2,2,2,2,2,2,2,0,0,0,0,19:00,2,0,1,2,1,1,1,1,403,0,0,1,0,398,18,1,1,1,1,0,2,5,5,1,,,0
,505/1247,Kamenicë,Shkolla Fillore 'Kadri Zeka',1006d,01D,1,0,06:00,05:55,1,5,0,800,716,2,1,1,1,1,7,1,1,1,1,44,56,27,38,0,0,20,1,2,2,2,2,2,2,1,2,2,0,0,0,2,07:00,2,0,1,2,1,1,1,1,165,1,1,1,1,165,17,1,1,1,1,4,2,0,0,1,,,0
,505/898,Suharekë,Shkolla Teknike 'Skënder Luarasi',2408a,01R,1,1,06:30,06:30,0,7,1,500,617,2,1,1,1,1,7,1,1,1,1,47,115,180,292,0,0,32,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,1,1,292,1,1,1,1,292,12,1,1,1,1,4,2,0,0,0,,,0
,505/2053,Suharekë,Shkolla  'Ramë Bllaca',2426a,01R,1,1,06:05,06:50,1,7,1,700,824,2,1,1,1,1,7,1,1,1,1,39,81,200,307,2,0,10,1,2,0,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,1,1,306,1,1,1,1,306,13,1,1,1,1,4,2,0,0,0,,,0
,505/107,Kamenicë,Shkolla Fillore 'Nuhi Berisha',1007d,01D,1,1,07:00,06:45,2,6,1,500,471,2,1,1,1,1,7,1,1,1,1,21,8,61,31,0,8,18,1,2,2,2,2,2,2,2,2,2,0,0,4,2,19:00,2,2,1,2,1,1,2,1,121,1,1,1,1,131,3,1,1,1,1,0,2,8,8,1,,,0
,,Suharekë,Gjimnazi 'Jeta e Re',2401a,08R,0,1,06:30,06:25,0,7,1,800,946,2,1,1,1,1,7,1,1,1,1,50,136,249,334,0,0,8,1,2,0,2,2,2,2,2,2,2,0,0,0,0,19:02,2,0,2,2,1,1,1,1,334,1,1,1,1,334,7,1,1,1,0,0,2,0,0,0,,,0
,505/529,Kamenicë,Shkolla Fillore 'Sadri Misini',1008d,01R,1,1,06:10,06:00,1,6,0,550,668,2,1,1,1,1,7,1,1,1,1,71,155,262,349,0,0,17,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,1,1,349,1,0,1,1,349,14,1,1,0,0,4,2,0,0,0,,,0
,505/54,Kamenicë,Shkolla Fillore 'Sadri Misini',1008d,02D,1,1,06:30,06:00,1,5,1,600,243,2,1,1,1,1,7,1,1,1,1,56,65,86,243,1,1,51,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,1,1,243,1,1,1,1,243,11,1,0,1,1,4,2,0,1,1,,,0
,1148,Suharekë,Gjimnazi 'Jeta e Re',2401a,06R,1,1,,06:26,2,7,1,800,931,2,1,1,1,1,7,1,1,1,1,35,131,248,361,3,0,19,1,2,0,2,2,2,2,1,2,2,0,0,0,0,19:05,2,0,2,2,1,1,1,1,362,1,1,1,1,362,9,1,1,1,0,4,0,0,0,0,,,0
,505/156,Kamenicë,Shkolla Fillore 'Metush Krasniqi' ,1009d,01R,0,1,06:05,06:15,1,6,0,650,780,3,1,1,1,1,7,1,1,1,1,44,150,235,333,0,0,40,1,2,2,2,2,2,1,2,2,0,0,0,0,2,19:00,2,0,1,2,1,1,1,1,333,1,0,1,1,333,17,1,1,1,0,0,2,0,0,0,,,0
,505/495,Kamenicë,Shkolla Fillore 'Idriz Seferi',1003d,01D,1,1,06:00,06:00,0,6,0,700,641,3,1,1,1,1,7,1,1,1,1,52,136,193,276,0,6,23,1,2,2,2,2,2,2,2,2,2,0,0,0,2,07:00,2,0,1,2,1,1,1,1,279,1,1,1,1,268,6,1,1,0,0,0,0,6,6,1,,,0
,505/376,Suharekë,Shkolla 'Sadri Dula',2424a,02D,1,1,06:00,06:25,2,17,2,900,851,2,1,1,1,1,7,1,1,1,1,58,95,157,297,0,5,0,1,2,0,2,2,2,2,1,2,2,0,0,0,2,19:05,2,0,2,2,1,1,1,1,292,1,1,1,1,297,11,1,0,0,0,4,2,5,5,1,,,0
,505/39,Kamenicë,Shkolla Fillore '7 Shtatori',1004d,01D,1,1,06:00,05:50,1,6,0,700,643,2,1,1,1,1,7,1,1,1,1,28,108,200,269,3,2,45,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,0,0,0,269,1,1,1,1,267,19,0,0,0,0,3,2,2,2,0,,,0
,505/2135,Suharekë,Gjimnazi 'Jeta e Re',2401a,04R,1,1,06:00,06:30,1,7,0,800,915,2,1,1,1,1,7,1,1,1,1,53,130,289,430,0,0,10,1,2,2,2,2,2,2,1,2,2,0,0,1,2,19:05,2,0,2,2,1,1,1,1,430,0,1,1,1,430,15,1,0,0,0,4,2,0,0,0,,,0
,505/1020,Kamenicë,Shkolla Fillore 'Skenderbeu',1005d,01R,1,1,06:00,05:50,1,6,2,700,620,2,1,1,1,1,7,1,1,1,1,70,192,378,406,0,0,61,1,2,1,2,2,2,2,1,2,2,0,0,0,1,19:00,2,2,1,2,1,1,1,1,406,1,1,1,1,406,19,1,1,0,0,4,2,0,0,0,,,0
,505/1873,Suharekë,Gjimnazi 'Jeta e Re',2401a,09R,1,1,06:00,06:30,2,7,1,650,778,2,1,1,1,1,7,1,1,1,1,63,115,231,318,1,0,10,1,2,0,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,1,1,318,1,1,1,1,318,9,1,1,0,0,4,2,0,0,0,,,0
,1109,Kamenicë,Shkolla 'Andrea Durrsaku',1001x,04R,1,1,06:00,06:36,1,6,0,750,394,3,1,1,1,1,7,1,1,1,1,70,140,279,354,0,0,30,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,1,2,1,1,1,1,354,1,1,1,1,354,15,1,1,1,1,4,2,0,0,0,,,0
,,Suharekë,Shkolla Fillore 'Vëllezërit Frashëri',2430a,01R,1,1,05:30,06:40,2,7,3,500,628,2,1,1,1,1,7,1,1,1,1,61,150,252,300,2,0,0,0,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,2,2,1,1,1,1,300,1,0,1,1,300,10,1,1,0,0,0,0,0,0,0,,,0
,505/948,Kamenicë,Shkolla 'Andrea Durrsaku',1001x,05D,0,1,06:00,05:55,1,6,1,900,724,3,1,1,1,1,7,1,1,1,1,35,115,204,290,3,16,27,1,2,2,2,2,2,2,1,2,2,0,0,1,2,19:04,2,1,1,2,1,1,1,1,290,1,1,1,2,290,13,1,1,1,1,4,2,16,16,1,,,0
,505/77,Suharekë,Shkolla Fillore 'Vaso Pashë Shkodrani' ,2431a,01D,1,1,05:40,06:38,2,19,4,850,842,2,1,1,1,1,7,1,1,1,1,83,120,250,388,0,6,64,1,2,0,2,2,2,2,0,2,2,0,0,0,2,19:00,2,0,0,2,1,1,1,1,388,1,0,1,1,388,29,0,1,0,0,4,0,6,6,0,,,0
,,Kamenicë,Shkolla Fillore 'Rexhep Malaj',1002d,01R,1,1,06:30,06:00,2,15,5,600,719,3,1,1,1,1,7,1,1,1,1,37,88,215,293,0,0,30,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:05,2,0,1,2,1,1,1,1,293,1,1,1,1,293,14,1,1,1,0,0,2,0,0,0,,,0
,386,Suharekë,Shkolla Fillore 'Iliria',2404a,02D,1,1,06:00,06:45,0,6,2,550,552,2,1,1,1,1,7,1,1,1,1,37,112,192,252,0,7,41,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,1,1,245,1,1,1,1,245,5,1,1,0,0,4,2,7,7,0,,,0
,1859,Kamenicë,Shkolla Fillore 'Rexhep Malaj',1002d,02R,1,1,06:30,06:00,2,17,5,600,714,3,1,1,1,1,7,1,1,1,1,49,139,219,307,6,0,25,1,2,2,2,2,2,2,1,2,2,0,0,0,0,19:00,2,0,1,2,1,1,1,1,307,1,1,1,1,307,14,1,1,0,0,4,2,0,0,0,,,0
,1335,Suharekë,Shkolla 'Flamuri i Arbërit',2415a,02D,1,1,06:40,06:40,2,7,1,700,676,2,1,1,1,1,7,1,1,1,1,48,100,251,346,0,9,37,1,2,0,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,2,2,1,1,1,1,337,1,1,1,1,337,7,1,1,1,1,4,2,9,9,0,,,0
,505/1190,Suharekë,Shkolla 'Lidhja e Prizrenit',2412a,01R,1,1,06:00,06:30,2,7,1,550,650,2,1,1,1,1,7,1,1,1,0,51,191,251,285,0,0,31,1,2,2,2,2,2,2,1,2,2,0,0,0,0,19:00,2,0,2,2,1,1,1,1,285,1,1,1,1,285,11,1,1,1,1,0,2,0,0,0,,,0
,2100,Kamenicë,Shkolla Fillore 'Rexhep Malaj',1002d,03D,1,1,06:30,06:00,2,15,5,650,558,3,1,1,1,1,7,1,1,1,1,65,40,93,279,0,12,25,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,1,1,279,0,0,1,0,267,11,1,1,0,0,4,2,12,12,1,,,0
,885,Suharekë,Shkolla Fillore 'Naum Veqilharxhi',2429a,01D,1,1,06:15,06:05,1,19,1,550,501,1,1,1,1,1,7,1,1,1,1,50,75,153,195,0,5,0,0,2,0,2,2,0,2,2,0,2,0,0,0,2,19:10,2,0,2,2,1,1,1,1,190,1,1,1,1,179,11,1,1,0,0,4,2,5,5,0,,,0
,1312,Kamenicë,Shkolla 'Ismail Qemali' ,1001d,04R,1,1,06:00,06:15,0,6,0,800,910,3,1,1,1,1,7,1,1,1,1,66,160,283,401,0,0,37,0,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,1,2,1,1,1,1,401,1,1,1,1,401,13,1,1,0,0,0,0,0,0,0,,,0
,505/2216,Suharekë,Shkolla 'Bajram Curri',2420a,02D,1,1,06:00,06;50,2,9,2,750,725,2,1,1,1,1,7,1,1,1,1,30,60,179,237,0,16,7,1,2,2,2,2,2,2,1,2,2,0,0,0,2,23:20,2,0,2,2,1,1,1,1,235,2,2,2,1,219,22,1,1,1,0,4,2,16,16,0,,,0
,50521,Kamenicë,Shkolla 'Ismail Qemali' ,1001d,05R,1,1,06:00,06:45,1,6,0,700,842,3,1,1,1,1,6,1,1,1,1,77,165,255,357,4,0,26,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:02,2,0,1,2,1,1,1,1,357,1,1,1,1,0,0,0,0,1,1,4,2,0,0,0,,,0
,505/1779,Kamenicë,Shkolla 'Ismail Qemali' ,1001d,06D,1,1,06:20,06:10,2,6,2,900,733,3,1,1,1,1,7,1,1,1,1,46,118,190,333,0,55,38,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,2,1,2,1,1,1,1,333,1,1,1,1,333,7,1,1,1,1,0,2,55,55,1,,,0
,505/2217,Suharekë,Shkolla 'Bajram Curri',2420a,01R,1,1,,06:40,2,16,3,800,913,1,1,1,1,1,7,1,1,1,1,68,104,274,336,0,0,13,1,2,2,2,2,2,2,2,2,2,0,0,0,2,23:20,2,0,2,2,1,1,1,1,336,1,1,1,0,336,17,1,1,1,0,4,2,0,0,0,,,0
,1336,Suharekë,Gjimnazi 'Jeta e Re',2401a,07R,1,1,06:00,06:25,1,17,7,850,523,2,1,1,1,1,7,1,1,1,1,71,195,350,523,6,0,30,1,2,2,2,2,2,2,2,2,2,0,0,3,2,19:10,1,1,3,2,1,1,1,1,523,1,2,1,1,523,10,1,1,0,0,0,0,0,0,0,,,0
,505/2332,Suharekë,Shkolla '11 Marsi',2413a,02R,1,1,06:45,06:30,1,16,2,700,830,2,1,1,1,1,7,1,1,1,1,60,100,223,329,0,0,18,1,2,2,2,2,2,2,1,2,2,0,0,3,2,19:05,2,1,2,2,1,1,1,1,329,1,1,1,1,329,19,0,1,1,1,4,2,0,0,0,,,0
,505/955,Suharekë,Shkolla  'Ramë Bllaca',2426a,03R,1,1,06:52,06:40,1,7,1,750,857,2,1,1,1,1,7,1,1,1,1,46,78,238,359,2,0,13,1,2,0,2,2,2,2,2,2,2,0,0,0,2,19:15,2,2,2,2,1,1,1,1,371,1,1,1,1,371,28,1,1,0,0,4,2,0,0,0,,,0
,505/1373,Kamenicë,Shkolla 'Andrea Durrsaku',1001x,01R,1,1,06:00,06:00,1,6,0,800,931,3,1,1,1,1,7,1,1,1,1,60,96,285,386,5,0,40,1,2,2,2,2,2,2,1,2,2,0,0,1,2,19:06,2,2,1,2,1,1,1,1,386,1,0,1,1,0,0,0,0,1,0,0,2,0,0,0,,,0
,1334,Viti,Shkolla Fillore 'Vellezerit Gervalla',2623d,02D,1,1,06:00,06:00,1,6,0,850,820,2,1,1,1,1,7,1,1,1,1,50,100,200,307,7,31,37,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,1,1,276,1,1,1,1,276,24,1,1,1,0,3,2,31,31,1,,,0
,505/493,Viti,Shkolla Fillore 'Vellezerit Gervalla',2623d,01R,1,1,07:00,06:20,1,6,1,800,944,2,1,1,1,1,7,1,1,1,1,71,120,257,331,0,0,31,1,2,2,2,2,2,2,2,2,2,0,0,0,2,19:05,2,2,1,2,1,1,1,1,331,1,1,1,1,331,23,1,1,0,0,3,2,0,0,0,,,0
,505/310,Viti,Shkolla Fillore 'Dom Mikel Tarabulluzi',2603d,01R,1,1,06:20,06:40,2,6,0,750,855,2,1,1,1,1,7,0,0,0,0,18,34,104,164,6,0,44,1,2,0,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,1,0,164,1,0,1,1,164,17,1,1,1,1,0,2,0,0,0,,,0
,505494,Viti,Shkolla e Mesme  'Januz Zejnullahu',2601x,04R,1,1,06:00,06:00,2,6,0,700,810,2,1,1,1,1,7,1,1,1,1,35,75,150,260,0,0,25,0,2,2,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,1,1,1,1,1,260,1,0,1,1,260,9,1,1,1,0,0,0,0,0,0,,,0
,505/1854,Kamenicë,Shkolla 'Andrea Durrsaku',1001x,03R,2,0,06:00,06:55,2,10,2,750,894,3,1,1,1,1,7,1,1,1,1,70,180,272,404,2,0,33,1,2,2,2,2,2,2,2,2,2,0,0,4,2,19:00,2,2,1,2,1,1,1,1,404,1,1,1,1,404,11,1,1,1,1,4,2,0,0,0,,,0
,505,Viti,Shkolla e Mesme  'Januz Zejnullahu',2601x,03R,1,1,06:00,06:40,2,6,3,650,776,2,1,1,1,1,7,1,1,1,1,34,90,175,260,9,0,30,1,2,0,2,2,2,2,2,2,2,0,0,0,2,19:00,2,0,1,2,1,1,1,1,260,1,0,1,1,260,16,1,0,1,0,3,2,0,0,0,,,0
,505/1853,Kamenicë,Shkolla 'Andrea Durrsaku',1001x,02R,1,1,06:40,06:38,1,14,5,800,922,3,1,1,1,1,7,1,1,1,1,36,63,217,324,0,0,22,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,2,1,2,1,1,1,1,324,1,1,1,1,324,11,1,1,1,1,4,2,0,0,1,,,0
,2032,Suharekë,Shkolla  'Ramë Bllaca',2426a,04D,1,1,05:00,06:35,2,8,1,750,725,2,1,1,1,1,7,1,1,1,1,33,65,216,290,2,21,11,0,2,2,2,2,2,2,2,2,2,0,0,1,2,19:10,2,2,2,2,1,1,1,1,290,1,1,1,1,290,20,1,1,1,1,4,0,21,21,1,,,0
,,Suharekë,Shkolla 'Ismet Jashari - Kumanova',2427a,01D,1,1,06:00,06:15,1,7,3,550,507,2,1,1,1,1,7,1,1,1,1,38,78,150,208,0,6,19,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,0,2,2,1,1,1,1,202,1,2,1,2,202,6,1,1,1,1,4,2,6,6,0,,,0
,505/2203,Kamenicë,Shkolla Fillore 'Skenderbeu',1029d,02D,1,1,06:15,06:00,2,6,0,550,491,2,1,1,1,1,7,1,1,1,1,50,136,209,250,1,4,14,1,2,2,2,2,2,2,1,2,2,0,0,0,2,19:00,2,0,1,2,1,1,1,1,244,1,1,1,1,244,11,1,1,1,0,3,2,4,4,1,,,0
,1305,Suharekë,Shkolla Fillore 'Dëshmorët e Greikocit',2405a,02R,1,1,06:00,06:38,2,7,1,600,708,2,1,1,1,1,7,1,1,1,1,69,137,225,311,4,0,20,1,2,2,2,2,2,2,1,2,2,0,0,1,2,19:00,2,0,2,2,1,1,1,1,311,1,1,1,1,311,9,1,1,1,1,4,2,0,0,0,,,0
,,Kamenicë,Shkolla Fillore 'Skenderbeu',1029d,01R,1,1,06:00,06:00,2,5,0,500,636,2,1,1,1,1,7,1,1,1,1,60,90,236,290,0,0,58,1,2,2,2,2,2,2,2,2,2,0,0,1,2,19:00,2,1,1,2,1,1,1,1,290,1,1,1,1,290,16,1,1,1,1,3,2,0,0,0,,,0
